type,prefix,subset_id,subset_name,subset_types,subset_paths,subset_classes,subset_affects,rule_id,name,class,statement,force,following_information,notes,terms
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-RTR-NNR,No Notification Requirements,,Providers SHOULD NOT make formal Significant Change Notifications for routine recurring changes; this type of change is exempted from notification requirements.,SHOULD NOT,,"Activities that match the routine recurring significant change type are performed regularly and routinely by cloud service providers to address flaws or vulnerabilities, address incidents, and generally perform the typical maintenance and service delivery changes expected during day-to-day operations.
These changes leverage mature processes and capabilities to identify, mitigate, and remediate risks as part of the change. They are often entirely automated and may occur without human intervention, even though they have an impact on security of the service.
If the activity does not occur regularly and routinely then it cannot be a significant change of this type (e.g., replacing all physical firewalls to remediate a vulnerability is obviously not regular or routine).","Incident
Provider
Regularly
Routine Recurring Change
Significant Change
Vulnerability"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-RTR-NNR,No Notification Requirements,,Providers SHOULD NOT make formal Significant Change Notifications for routine recurring changes; this type of change is exempted from notification requirements.,SHOULD NOT,,"Activities that match the routine recurring significant change type are performed regularly and routinely by cloud service providers to address flaws or vulnerabilities, address incidents, and generally perform the typical maintenance and service delivery changes expected during day-to-day operations.
These changes leverage mature processes and capabilities to identify, mitigate, and remediate risks as part of the change. They are often entirely automated and may occur without human intervention, even though they have an impact on security of the service.
If the activity does not occur regularly and routinely then it cannot be a significant change of this type (e.g., replacing all physical firewalls to remediate a vulnerability is obviously not regular or routine).","Incident
Provider
Regularly
Routine Recurring Change
Significant Change
Vulnerability"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-RTR-NNR,No Notification Requirements,,Providers SHOULD NOT make formal Significant Change Notifications for routine recurring changes; this type of change is exempted from notification requirements.,SHOULD NOT,,"Activities that match the routine recurring significant change type are performed regularly and routinely by cloud service providers to address flaws or vulnerabilities, address incidents, and generally perform the typical maintenance and service delivery changes expected during day-to-day operations.
These changes leverage mature processes and capabilities to identify, mitigate, and remediate risks as part of the change. They are often entirely automated and may occur without human intervention, even though they have an impact on security of the service.
If the activity does not occur regularly and routinely then it cannot be a significant change of this type (e.g., replacing all physical firewalls to remediate a vulnerability is obviously not regular or routine).","Incident
Provider
Regularly
Routine Recurring Change
Significant Change
Vulnerability"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-RTR-NNR,No Notification Requirements,,Providers SHOULD NOT make formal Significant Change Notifications for routine recurring changes; this type of change is exempted from notification requirements.,SHOULD NOT,,"Activities that match the routine recurring significant change type are performed regularly and routinely by cloud service providers to address flaws or vulnerabilities, address incidents, and generally perform the typical maintenance and service delivery changes expected during day-to-day operations.
These changes leverage mature processes and capabilities to identify, mitigate, and remediate risks as part of the change. They are often entirely automated and may occur without human intervention, even though they have an impact on security of the service.
If the activity does not occur regularly and routinely then it cannot be a significant change of this type (e.g., replacing all physical firewalls to remediate a vulnerability is obviously not regular or routine).","Incident
Provider
Regularly
Routine Recurring Change
Significant Change
Vulnerability"
all,SCN,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","B,C,D",FedRAMP,SCN-TRF-NIP,Notification of Initial Plans,,"Providers MUST notify all necessary parties of initial plans for transformative changes at least 30 business days before starting transformative changes, including a summary of any likely security impacts or changes in risk.",MUST,,,"All Necessary Parties
Likely
Provider
Transformative Change"
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NIP,Notification of Initial Plans,,"Providers MUST notify all necessary parties of initial plans for transformative changes at least 30 business days before starting transformative changes, including a summary of any likely security impacts or changes in risk.",MUST,,,"All Necessary Parties
Likely
Provider
Transformative Change"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NIP,Notification of Initial Plans,,"Providers MUST notify all necessary parties of initial plans for transformative changes at least 30 business days before starting transformative changes, including a summary of any likely security impacts or changes in risk.",MUST,,,"All Necessary Parties
Likely
Provider
Transformative Change"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NIP,Notification of Initial Plans,,"Providers MUST notify all necessary parties of initial plans for transformative changes at least 30 business days before starting transformative changes, including a summary of any likely security impacts or changes in risk.",MUST,,,"All Necessary Parties
Likely
Provider
Transformative Change"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NIP,Notification of Initial Plans,,"Providers MUST notify all necessary parties of initial plans for transformative changes at least 30 business days before starting transformative changes, including a summary of any likely security impacts or changes in risk.",MUST,,,"All Necessary Parties
Likely
Provider
Transformative Change"
all,SCN,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","B,C,D",FedRAMP,SCN-TRF-NFP,Notification of Final Plans,,"Providers MUST notify all necessary parties of final plans for transformative changes at least 10 business days before starting transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NFP,Notification of Final Plans,,"Providers MUST notify all necessary parties of final plans for transformative changes at least 10 business days before starting transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NFP,Notification of Final Plans,,"Providers MUST notify all necessary parties of final plans for transformative changes at least 10 business days before starting transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NFP,Notification of Final Plans,,"Providers MUST notify all necessary parties of final plans for transformative changes at least 10 business days before starting transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NFP,Notification of Final Plans,,"Providers MUST notify all necessary parties of final plans for transformative changes at least 10 business days before starting transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","B,C,D",FedRAMP,SCN-TRF-NAF,Notification After Finishing,,"Providers MUST notify all necessary parties within 5 business days after finishing transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAF,Notification After Finishing,,"Providers MUST notify all necessary parties within 5 business days after finishing transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAF,Notification After Finishing,,"Providers MUST notify all necessary parties within 5 business days after finishing transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAF,Notification After Finishing,,"Providers MUST notify all necessary parties within 5 business days after finishing transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAF,Notification After Finishing,,"Providers MUST notify all necessary parties within 5 business days after finishing transformative changes, including updates to all previously sent information.",MUST,,,"All Necessary Parties
Provider
Transformative Change"
all,SCN,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","B,C,D",FedRAMP,SCN-TRF-NAV,Notification After Verification,,"Providers MUST notify all necessary parties within 5 business days after completing the verification, assessment, and/or validation of transformative changes, also including the following information:",MUST,"Updates to all previously sent information
Summary of any new risks identified and/or vulnerabilities resulting from the change (if applicable)
Copy of the security assessment report (if applicable)",,"All Necessary Parties
Provider
Transformative Change
Validation
Verification
Vulnerability"
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAV,Notification After Verification,,"Providers MUST notify all necessary parties within 5 business days after completing the verification, assessment, and/or validation of transformative changes, also including the following information:",MUST,"Updates to all previously sent information
Summary of any new risks identified and/or vulnerabilities resulting from the change (if applicable)
Copy of the security assessment report (if applicable)",,"All Necessary Parties
Provider
Transformative Change
Validation
Verification
Vulnerability"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAV,Notification After Verification,,"Providers MUST notify all necessary parties within 5 business days after completing the verification, assessment, and/or validation of transformative changes, also including the following information:",MUST,"Updates to all previously sent information
Summary of any new risks identified and/or vulnerabilities resulting from the change (if applicable)
Copy of the security assessment report (if applicable)",,"All Necessary Parties
Provider
Transformative Change
Validation
Verification
Vulnerability"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAV,Notification After Verification,,"Providers MUST notify all necessary parties within 5 business days after completing the verification, assessment, and/or validation of transformative changes, also including the following information:",MUST,"Updates to all previously sent information
Summary of any new risks identified and/or vulnerabilities resulting from the change (if applicable)
Copy of the security assessment report (if applicable)",,"All Necessary Parties
Provider
Transformative Change
Validation
Verification
Vulnerability"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-NAV,Notification After Verification,,"Providers MUST notify all necessary parties within 5 business days after completing the verification, assessment, and/or validation of transformative changes, also including the following information:",MUST,"Updates to all previously sent information
Summary of any new risks identified and/or vulnerabilities resulting from the change (if applicable)
Copy of the security assessment report (if applicable)",,"All Necessary Parties
Provider
Transformative Change
Validation
Verification
Vulnerability"
all,SCN,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","B,C,D",FedRAMP,SCN-TRF-UPD,Update Documentation,,Providers MUST publish updated service documentation and other materials to reflect transformative changes within 30 business days after finishing transformative changes.,MUST,,"This requirement is focused on service documentation like user guides, information listed in the marketplace, and other such materials; it does not require updating the system security plan or FedRAMP Certification Package.","Certification Package
Provider
Transformative Change"
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-UPD,Update Documentation,,Providers MUST publish updated service documentation and other materials to reflect transformative changes within 30 business days after finishing transformative changes.,MUST,,"This requirement is focused on service documentation like user guides, information listed in the marketplace, and other such materials; it does not require updating the system security plan or FedRAMP Certification Package.","Certification Package
Provider
Transformative Change"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-UPD,Update Documentation,,Providers MUST publish updated service documentation and other materials to reflect transformative changes within 30 business days after finishing transformative changes.,MUST,,"This requirement is focused on service documentation like user guides, information listed in the marketplace, and other such materials; it does not require updating the system security plan or FedRAMP Certification Package.","Certification Package
Provider
Transformative Change"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-UPD,Update Documentation,,Providers MUST publish updated service documentation and other materials to reflect transformative changes within 30 business days after finishing transformative changes.,MUST,,"This requirement is focused on service documentation like user guides, information listed in the marketplace, and other such materials; it does not require updating the system security plan or FedRAMP Certification Package.","Certification Package
Provider
Transformative Change"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-UPD,Update Documentation,,Providers MUST publish updated service documentation and other materials to reflect transformative changes within 30 business days after finishing transformative changes.,MUST,,"This requirement is focused on service documentation like user guides, information listed in the marketplace, and other such materials; it does not require updating the system security plan or FedRAMP Certification Package.","Certification Package
Provider
Transformative Change"
all,SCN,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","B,C,D",FedRAMP,SCN-TRF-TPR,Third-Party Review,,Providers SHOULD engage a third-party assessor to review the scope and impact of the planned change before starting transformative changes if human validation is necessary; such reviews SHOULD be limited to security decisions that require human validation.,SHOULD,,"Activities that match the transformative significant change type are rare for a cloud service offering, adjusted for the size, scale, and complexity of the service. Small cloud service offerings may go years without transformative changes, while hyperscale providers may release multiple transformative changes per year.","Assessor
Cloud Service Offering
Provider
Significant Change
Transformative Change
Validation"
all,SCN,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-TPR,Third-Party Review,,Providers SHOULD engage a third-party assessor to review the scope and impact of the planned change before starting transformative changes if human validation is necessary; such reviews SHOULD be limited to security decisions that require human validation.,SHOULD,,"Activities that match the transformative significant change type are rare for a cloud service offering, adjusted for the size, scale, and complexity of the service. Small cloud service offerings may go years without transformative changes, while hyperscale providers may release multiple transformative changes per year.","Assessor
Cloud Service Offering
Provider
Significant Change
Transformative Change
Validation"
all,SCN,ADP,Adaptive Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-TPR,Third-Party Review,,Providers SHOULD engage a third-party assessor to review the scope and impact of the planned change before starting transformative changes if human validation is necessary; such reviews SHOULD be limited to security decisions that require human validation.,SHOULD,,"Activities that match the transformative significant change type are rare for a cloud service offering, adjusted for the size, scale, and complexity of the service. Small cloud service offerings may go years without transformative changes, while hyperscale providers may release multiple transformative changes per year.","Assessor
Cloud Service Offering
Provider
Significant Change
Transformative Change
Validation"
all,SCN,RTR,Routine Recurring Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-TPR,Third-Party Review,,Providers SHOULD engage a third-party assessor to review the scope and impact of the planned change before starting transformative changes if human validation is necessary; such reviews SHOULD be limited to security decisions that require human validation.,SHOULD,,"Activities that match the transformative significant change type are rare for a cloud service offering, adjusted for the size, scale, and complexity of the service. Small cloud service offerings may go years without transformative changes, while hyperscale providers may release multiple transformative changes per year.","Assessor
Cloud Service Offering
Provider
Significant Change
Transformative Change
Validation"
all,SCN,TRF,Transformative Changes,"20x,Rev5","Program,Agency","B,C,D",Providers,SCN-TRF-TPR,Third-Party Review,,Providers SHOULD engage a third-party assessor to review the scope and impact of the planned change before starting transformative changes if human validation is necessary; such reviews SHOULD be limited to security decisions that require human validation.,SHOULD,,"Activities that match the transformative significant change type are rare for a cloud service offering, adjusted for the size, scale, and complexity of the service. Small cloud service offerings may go years without transformative changes, while hyperscale providers may release multiple transformative changes per year.","Assessor
Cloud Service Offering
Provider
Significant Change
Transformative Change
Validation"
all,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSO-FRR,FedRAMP Rules,,"Providers MUST supply a Security Decision Record, in both human-readable and JSON formats, that includes at least all of the following information for each applicable FedRAMP rule:",MUST,"Explanation of how the rule is followed, or an explanation of the reason and resulting risk to customers for not following the rule.
Verification that the implementation is appropriate for the rule, or that the reason for not implementing is accepted by a senior official.
Validation that the implementation is in place and working as intended, or that the reason for not implementing is accepted by a senior official.
Independent verification.
Independent validation.
Any responses or clarifications to the comments in the independent verification or validation.
Rule-specific artifacts (if applicable).",,"Artifacts
Provider
Security Decision Record (SDR)
Validation
Verification"
all,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSO-MTD,Security Decision Record Metadata,,Providers MUST also include the following basic metadata in their Security Decision Record:,MUST,"Version
Date and time of last update
Source of update",,"Provider
Security Decision Record (SDR)"
20x,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSX-KSI,Key Security Indicators,,Providers MUST also include short and simple high-level summaries of at least the following for each applicable Key Security Indicator:,MUST,"Explanation of measures (and their objectives) that demonstrate the Key Security Indicator, or an explanation of the reason and resulting risk to customers for not having measures available for that Key Security Indicator.
Explanation of the cycle for any measures that are implemented persistently (if applicable).
Verification that the measures demonstrate the Key Security Indicator, or that the reason for not having them is accepted.
Verification that the automation in place is accurate and sufficient to demonstrate appropriate measures for the Key Security Indicator, or that automation is not necessary for each measure.
Validation that the measures are accurately produced and are in place and working as intended, or that the reason for not having them is valid.",,"Persistently
Provider
Validation
Verification"
20x,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSX-KMT,Key Security Indicator Metrics,a,Providers with 20x Class A Certifications MAY also include historical metrics in their Security Decision Record.,MAY,,,"Provider
Security Decision Record (SDR)"
20x,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSX-KMT,Key Security Indicator Metrics,b,"Providers with 20x Class B Certifications MUST also include historical metrics in their Security Decision Record, supplying at least the following information for each applicable Key Security Indicator:",MUST,,,"Provider
Security Decision Record (SDR)"
20x,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSX-KMT,Key Security Indicator Metrics,c,"Providers with 20x Class C Certifications MUST also include historical metrics in their Security Decision Record, supplying at least the following information for each applicable Key Security Indicator:",MUST,,,"Provider
Security Decision Record (SDR)"
20x,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSX-KMT,Key Security Indicator Metrics,d,"Providers with 20x Class D Certifications MUST significantly supersede the minimum requirements for lower Classes, with specifics to be set during the 20x Phase 4 Pilot.",MUST,,,"Provider
Security Decision Record (SDR)"
rev5,SDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,SDR-CSF-CTF,Rev5 Controls,,Providers MUST also include short and simple high-level summaries of at least the following for each applicable Rev5 Control:,MUST,"Any organization-defined parameter values.
Implementation status, one of Implemented, Partially Implemented, Planned, Alternative Implementation, or Not Applicable.
The mechanisms or activities that address the control, including inheritance from another cloud service offering if applicable.
The verification that is in place to ensure the implementation is appropriate for the control.
The validation that is in place to ensure the implementation is working as intended.
Independent verification.
Independent validation.
Any responses or clarifications to the comments in the independent verification or validation.
Control-specific artifacts (if applicable).",,"Artifacts
Cloud Service Offering
Provider
Validation
Verification"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-DET,Vulnerability Detection,,"Providers MUST systematically, persistently, and promptly discover and identify vulnerabilities within their cloud service offering using appropriate techniques such as assessment, scanning, threat intelligence, vulnerability disclosure mechanisms, bug bounties, penetration testing, incident response, automated control testing, supply chain monitoring, and other relevant capabilities; this process is called vulnerability detection. Vulnerability detection includes persistently verifying and validating that information resources and processes are operating as intended and documented for FedRAMP Practices.",MUST,,"FedRAMP's vulnerability detection (and response) rules are intended to set modern expectations for maintaining the security of a cloud service. Historical FedRAMP guidance on vulnerability scanning or continuous monitoring generally focused only on CVE-type vulnerabilities while leaving other types of vulnerabilities and exposures unaddressed.
Providers are encouraged to leverage their existing holistic security review, architecture review, and similar processes to meet these requirements. FedRAMP strongly discourages providers from implementing separate vulnerability detection and response processes for FedRAMP reporting that are operated by independent compliance branches unless these processes are consuming data directly from the areas of the cloud service that actively maintain it.","Cloud Service Offering
FedRAMP Practices
Incident
Information Resource
Persistently
Promptly
Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-DET,Vulnerability Detection,,"Providers MUST systematically, persistently, and promptly discover and identify vulnerabilities within their cloud service offering using appropriate techniques such as assessment, scanning, threat intelligence, vulnerability disclosure mechanisms, bug bounties, penetration testing, incident response, automated control testing, supply chain monitoring, and other relevant capabilities; this process is called vulnerability detection. Vulnerability detection includes persistently verifying and validating that information resources and processes are operating as intended and documented for FedRAMP Practices.",MUST,,"FedRAMP's vulnerability detection (and response) rules are intended to set modern expectations for maintaining the security of a cloud service. Historical FedRAMP guidance on vulnerability scanning or continuous monitoring generally focused only on CVE-type vulnerabilities while leaving other types of vulnerabilities and exposures unaddressed.
Providers are encouraged to leverage their existing holistic security review, architecture review, and similar processes to meet these requirements. FedRAMP strongly discourages providers from implementing separate vulnerability detection and response processes for FedRAMP reporting that are operated by independent compliance branches unless these processes are consuming data directly from the areas of the cloud service that actively maintain it.","Cloud Service Offering
FedRAMP Practices
Incident
Information Resource
Persistently
Promptly
Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-RES,Vulnerability Response,,"Providers MUST systematically, persistently, and promptly track, evaluate, monitor, mitigate, remediate, assess exploitation of, report, and otherwise manage all detected vulnerabilities within their cloud service offering; this process is called vulnerability response.",MUST,,"If it is not possible to fully mitigate vulnerabilities or remediate vulnerabilities, providers SHOULD instead partially mitigate vulnerabilities promptly, progressively, and persistently.
FedRAMP does not use the terms ""mitigation"" and ""remediation"" interchangeably. Mitigation is the process of reducing the risk and impact of a vulnerability through partial mitigation and even full mitigation; remediation is the process of entirely eliminating the vulnerability. A fully mitigated vulnerability will still exist (with negligible risk) until it has been remediated. This separation is based on the plain language definitions of these words.
Please refer to FedRAMP Definitions for strict interpretation in the FedRAMP context.","Cloud Service Offering
Fully Mitigated Vulnerability
Partially Mitigated Vulnerability
Persistently
Promptly
Provider
Remediated Vulnerability
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-RES,Vulnerability Response,,"Providers MUST systematically, persistently, and promptly track, evaluate, monitor, mitigate, remediate, assess exploitation of, report, and otherwise manage all detected vulnerabilities within their cloud service offering; this process is called vulnerability response.",MUST,,"If it is not possible to fully mitigate vulnerabilities or remediate vulnerabilities, providers SHOULD instead partially mitigate vulnerabilities promptly, progressively, and persistently.
FedRAMP does not use the terms ""mitigation"" and ""remediation"" interchangeably. Mitigation is the process of reducing the risk and impact of a vulnerability through partial mitigation and even full mitigation; remediation is the process of entirely eliminating the vulnerability. A fully mitigated vulnerability will still exist (with negligible risk) until it has been remediated. This separation is based on the plain language definitions of these words.
Please refer to FedRAMP Definitions for strict interpretation in the FedRAMP context.","Cloud Service Offering
Fully Mitigated Vulnerability
Partially Mitigated Vulnerability
Persistently
Promptly
Provider
Remediated Vulnerability
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-FAV,Failures Are Vulnerabilities,,Providers MUST treat problems or failures with their vulnerability detection and response processes as vulnerabilities.,MUST,,,"Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-FAV,Failures Are Vulnerabilities,,Providers MUST treat problems or failures with their vulnerability detection and response processes as vulnerabilities.,MUST,,,"Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-DFR,Design For Resilience,,Providers SHOULD make design and architecture decisions for their cloud service offering that mitigate the risk of vulnerabilities by default AND decrease the risk and complexity of vulnerability detection and response.,SHOULD,,,"Cloud Service Offering
Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-DFR,Design For Resilience,,Providers SHOULD make design and architecture decisions for their cloud service offering that mitigate the risk of vulnerabilities by default AND decrease the risk and complexity of vulnerability detection and response.,SHOULD,,,"Cloud Service Offering
Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-ADT,Automate Detection,,Providers SHOULD use automated services to improve and streamline vulnerability detection and response.,SHOULD,,,"Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-ADT,Automate Detection,,Providers SHOULD use automated services to improve and streamline vulnerability detection and response.,SHOULD,,,"Provider
Vulnerability
Vulnerability Detection
Vulnerability Response"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-DAC,Detect After Changes,,Providers SHOULD automatically perform vulnerability detection on representative samples of new or significantly changed information resources.,SHOULD,,,"Information Resource
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-DAC,Detect After Changes,,Providers SHOULD automatically perform vulnerability detection on representative samples of new or significantly changed information resources.,SHOULD,,,"Information Resource
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-MSP,Maintain Security,,"Providers SHOULD NOT weaken the security of information resources to facilitate vulnerability scanning, detection, or assessment activities.",SHOULD NOT,,,"Information Resource
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-MSP,Maintain Security,,"Providers SHOULD NOT weaken the security of information resources to facilitate vulnerability scanning, detection, or assessment activities.",SHOULD NOT,,,"Information Resource
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-AKE,Avoid KEVs,,Providers SHOULD NOT deploy or otherwise activate new machine-based information resources with Known Exploited Vulnerabilities.,SHOULD NOT,,,"Information Resource
Known Exploited Vulnerability (KEV)
Machine-Based (Information Resources)
Provider
Vulnerability"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-AKE,Avoid KEVs,,Providers SHOULD NOT deploy or otherwise activate new machine-based information resources with Known Exploited Vulnerabilities.,SHOULD NOT,,,"Information Resource
Known Exploited Vulnerability (KEV)
Machine-Based (Information Resources)
Provider
Vulnerability"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-SIR,Sampling,,"Providers MAY sample effectively identical information resources, especially machine-based information resources, when performing vulnerability detection UNLESS doing so would decrease the efficiency or effectiveness of vulnerability detection.",MAY,,,"Information Resource
Machine-Based (Information Resources)
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-CSO-SIR,Sampling,,"Providers MAY sample effectively identical information resources, especially machine-based information resources, when performing vulnerability detection UNLESS doing so would decrease the efficiency or effectiveness of vulnerability detection.",MAY,,,"Information Resource
Machine-Based (Information Resources)
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-NMV,Non-Machine Verification and Validation,,Providers MUST verify and validate the status of non-machine-based information resources at least once every 3 months.,MUST,,,"Information Resource
Machine-Based (Information Resources)
Provider
Validation
Verification"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-NMV,Non-Machine Verification and Validation,,Providers MUST verify and validate the status of non-machine-based information resources at least once every 3 months.,MUST,,,"Information Resource
Machine-Based (Information Resources)
Provider
Validation
Verification"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,a,"Providers with Class A Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every 3 months.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
